example_id                                                                    | status  | run_time               |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:13:1]                      | passed  | 1.3 seconds            |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:13:2]                      | passed  | 1.69 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:13:3]                      | passed  | 1.47 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:13:4]                      | passed  | 1.21 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:13:5]                      | passed  | 1.8 seconds            |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:13:6]                      | passed  | 1.43 seconds           |
./spec/models/active_customisation_spec.rb[1:1]                               | pending | 0.00001 seconds        |
./spec/models/challenge_spec.rb[1:1:1]                                        | passed  | 0.02213 seconds        |
./spec/models/challenge_spec.rb[1:1:2]                                        | passed  | 0.0173 seconds         |
./spec/models/challenge_spec.rb[1:1:3]                                        | passed  | 0.02361 seconds        |
./spec/models/challenge_spec.rb[1:1:4]                                        | passed  | 0.01192 seconds        |
./spec/models/challenge_spec.rb[1:1:5]                                        | passed  | 0.01318 seconds        |
./spec/models/challenge_spec.rb[1:1:6]                                        | passed  | 0.01294 seconds        |
./spec/models/challenge_spec.rb[1:1:7]                                        | passed  | 0.0145 seconds         |
./spec/models/challenge_spec.rb[1:1:8]                                        | passed  | 0.0207 seconds         |
./spec/models/challenge_spec.rb[1:2:1]                                        | passed  | 0.01708 seconds        |
./spec/models/classroom_spec.rb[1:1]                                          | passed  | 0.00849 seconds        |
./spec/models/classroom_spec.rb[1:2]                                          | passed  | 0.00661 seconds        |
./spec/models/classroom_spec.rb[1:3:1]                                        | passed  | 0.02871 seconds        |
./spec/models/classroom_spec.rb[1:4:1:1]                                      | passed  | 0.02663 seconds        |
./spec/models/classroom_spec.rb[1:4:2:1]                                      | passed  | 0.00517 seconds        |
./spec/models/customisation_unlock_spec.rb[1:1]                               | pending | 0.00001 seconds        |
./spec/models/default_subject_map_spec.rb[1:1]                                | passed  | 0.0031 seconds         |
./spec/models/default_subject_map_spec.rb[1:2]                                | passed  | 0.00316 seconds        |
./spec/models/enrollment_spec.rb[1:1]                                         | passed  | 0.00348 seconds        |
./spec/models/enrollment_spec.rb[1:2]                                         | passed  | 0.00432 seconds        |
./spec/models/enrollment_spec.rb[1:3:1]                                       | passed  | 0.04074 seconds        |
./spec/models/enrollment_spec.rb[1:3:2]                                       | passed  | 0.0374 seconds         |
./spec/models/enrollment_spec.rb[1:4:1:1]                                     | passed  | 0.03469 seconds        |
./spec/models/enrollment_spec.rb[1:4:1:2]                                     | passed  | 0.03594 seconds        |
./spec/models/enrollment_spec.rb[1:4:1:3]                                     | passed  | 0.03258 seconds        |
./spec/models/enrollment_spec.rb[1:4:1:4]                                     | passed  | 0.02697 seconds        |
./spec/models/enrollment_spec.rb[1:4:2:1]                                     | passed  | 0.05134 seconds        |
